dataset_name,domain,question,answer
Mohamed-Ahmed161/Medical-QA-Data,medical,What are some alternative names for an ileostomy?,"Some alternative names for an ileostomy include standard ileostomy, Brooke ileostomy, continent ileostomy, abdominal pouch, end ileostomy, ostomy, inflammatory bowel disease - ileostomy, Crohn disease - ileostomy, and ulcerative colitis - ileostomy."
Mohamed-Ahmed161/Medical-QA-Data,medical,What are the symptoms of ringworm?,"The area affected by ringworm may be itchy. The rash begins as a small area of red, raised spots and pimples and slowly becomes ring-shaped, with a red, raised border and a clear center. The rash may occur on the arms, legs, face, or other exposed body areas."
Mohamed-Ahmed161/Medical-QA-Data,medical,What is the phrenic nerve and how does it relate to hiccups?,"The phrenic nerve is a nerve that controls the diaphragm. In very rare cases, if medicines or other methods do not work, treatment such as phrenic nerve block may be tried to treat hiccups that do not go away."
Mohamed-Ahmed161/Medical-QA-Data,medical,What are the benefits of losing weight for individuals with obesity?,Losing weight can significantly reduce the risk of developing obesity-related diseases. A starting goal of losing 5% to 10% of your current weight can make a significant difference in your health status and risks.
Mohamed-Ahmed161/Medical-QA-Data,medical,What is Twin-to-twin transfusion syndrome?,"Twin-to-twin transfusion syndrome is a rare condition that occurs only in identical twins while they are in the womb. It occurs when the blood supply of one twin moves to the other through the shared placenta. The twin that loses the blood is called the donor twin, and the twin that receives the blood is called the recipient twin."
Mohamed-Ahmed161/Medical-QA-Data,medical,What are the physical and motor skill markers for a 6-month-old infant?,"A 6-month-old infant should be able to roll from back to stomach, transfer objects from one hand to the other, and sit on the floor with lower back support. They should also be able to lift their chest and head while on their stomach, holding their weight on their hands. They should be able to hold almost all their weight when supported in a standing position and pick up a dropped object."
Mohamed-Ahmed161/Medical-QA-Data,medical,Where can fenoprofen calcium be found?,"Fenoprofen calcium can be found in medicines with the names Naprofen, Fenoprofen, and Nalfon. Other medicines may also contain fenoprofen calcium."
Mohamed-Ahmed161/Medical-QA-Data,medical,Why is breakfast considered very important for children?,Breakfast is very important for children as they may feel tired and unmotivated if they do not eat a good breakfast. The relationship between breakfast and improved learning has been clearly shown.
Mohamed-Ahmed161/Medical-QA-Data,medical,What is sclerosing cholangitis?,"Sclerosing cholangitis is a condition characterized by swelling, scarring, and destruction of the bile ducts inside and outside of the liver."
Mohamed-Ahmed161/Medical-QA-Data,medical,What should be done if someone has swallowed paraffin?,"DO NOT make the person throw up. Contact poison control for help. If the person has an allergic reaction, call 911 or the local emergency number."
Shekswess/medical_gemma_instruct_dataset,medical,What is (are) Chronic Bronchitis ?,"Bronchitis is an inflammation of the bronchial tubes, the airways that carry air to your lungs. It causes a cough that often brings up mucus. It can also cause shortness of breath, wheezing, a low fever, and chest tightness. There are two main types of bronchitis: acute and chronic.     Chronic bronchitis is one type of COPD (chronic obstructive pulmonary disease). The inflamed bronchial tubes produce a lot of mucus. This leads to coughing and difficulty breathing. Cigarette smoking is the most common cause. Breathing in air pollution, fumes, or dust over a long period of time may also cause it.    To diagnose chronic bronchitis, your doctor will look at your signs and symptoms and listen to your breathing. You may also have other tests.    Chronic bronchitis is a long-term condition that keeps coming back or never goes away completely. If you smoke, it is important to quit. Treatment can help with your symptoms. It often includes medicines to open your airways and help clear away mucus. You may also need oxygen therapy. Pulmonary rehabilitation may help you manage better in daily life.    NIH: National Heart, Lung, and Blood Institute"
Shekswess/medical_gemma_instruct_dataset,medical,What is the historical perspective and explanation for hypophysitis?,"The first documented case of hypophysitis occurred in a 22-year-old woman who died of circulatory collapse within 8 hours of appendectomy for gangrenous appendicitis in 1962. Autopsy was notable for an enlarged thyroid, grossly normal pituitary, and absent adrenal glands. Histologic examination of the thyroid was consistent with Hashimoto's thyroiditis, and microscopic examination of the pituitary revealed extensive lymphocytic infiltration of the anterior lobe. The authors of the case report posited an autoimmune etiology to the patient's apparent thyroid and pituitary dysfunction."
Shekswess/medical_gemma_instruct_dataset,medical,how can y. enterocolitica infections be diagnosed for Yersinia ?,"Y. enterocolitica infections are generally diagnosed by detecting the organism in the stools. Many laboratories do not routinely test for Y. enterocolitica,so it is important to notify laboratory personnel when infection with this bacterium is suspected so that special tests can be done. The organism can also be recovered from other sites, including the throat, lymph nodes, joint fluid, urine, bile, and blood."
Shekswess/medical_gemma_instruct_dataset,medical,What information is obtainable regarding depression in elderly individuals?,"The most worrisome complication of depression is suicide.
Depression and older age are both risk factors for suicide. Men account for most suicides among the elderly, and divorced or widowed men are at the highest risk. Families should pay special attention to elderly relatives who live alone.
Other complications include reduced functioning at work and in social relationships."
Shekswess/medical_gemma_instruct_dataset,medical,How many people are affected by neonatal onset multisystem inflammatory disease ?,NOMID is a very rare disorder; approximately 100 affected individuals have been reported worldwide.
Shekswess/medical_gemma_instruct_dataset,medical,What are the treatments for breast cancer ?,These resources address the diagnosis or management of breast cancer:  - Gene Review: Gene Review: BRCA1 and BRCA2 Hereditary Breast/Ovarian Cancer  - Gene Review: Gene Review: Hereditary Diffuse Gastric Cancer  - Gene Review: Gene Review: Li-Fraumeni Syndrome  - Gene Review: Gene Review: PTEN Hamartoma Tumor Syndrome (PHTS)  - Gene Review: Gene Review: Peutz-Jeghers Syndrome  - Genetic Testing Registry: Familial cancer of breast  - Genomics Education Programme (UK): Hereditary Breast and Ovarian Cancer  - National Cancer Institute: Breast Cancer Risk Assessment Tool  - National Cancer Institute: Genetic Testing for BRCA1 and BRCA2: It's Your Choice  - National Cancer Institute: Genetic Testing for Hereditary Cancer Syndromes   These resources from MedlinePlus offer information about the diagnosis and management of various health conditions:  - Diagnostic Tests  - Drug Therapy  - Surgery and Rehabilitation  - Genetic Counseling   - Palliative Care
